序号,rms,flux_normalized,dominant_bins,centroid,low_high_ratio,peak_count,,,,,,,,,,,,,
386,71.54,2.46,59,1650.5,0.7,25,,,,,,,,,,,,,
387,58.53,0.25,44,1836.7,0.41,17,,,,,,,,,,,,,
388,57.55,0.42,48,1937.3,0.36,24,,,,,,,,,,,,,
389,50.44,0.25,62,2020.9,0.4,27,,,,,,,,,,,,,
390,60.13,0.44,94,2044.3,0.23,43,,,,,,,,,,,,,
391,52.39,0.24,56,1830,0.34,24,,,,,,,,,,,,,
392,66.41,0.83,126,3071.8,0.17,44,,,,,,,,,,,,,
393,96.89,1.37,106,3046.6,0.09,47,,,,,,,,,,,,,
394,1828.54,585.47,36,1242.6,1.05,16,,,,,,,,,,,,,
395,407.57,407.25,43,1091.6,1.49,21,,,,,,,,,,,,,
396,189.85,21.45,70,1099.7,1.33,40,,,,,,,,,,,,,
397,120.68,7.29,133,3364.8,0.28,54,,,,,,,,,,,,,
398,79.29,1.11,44,1117.8,2.35,14,,,,,,,,,,,,,
399,589.74,47.47,64,1049.3,1.17,31,,,,,,,,,,,,,
400,52.4,17.49,23,2387.4,0.68,8,,,,,,,,,,,,,
401,988.16,73.83,43,901.7,1.71,17,,,,,,,,,,,,,
402,67.16,8.24,140,3476,0.22,53,,,,,,,,,,,,,
403,84.06,5.51,156,2945.4,0.27,67,,,,,,,,,,,,,
404,236.25,38.69,57,1215.4,1.65,26,,,,,,,,,,,,,
405,238.81,9.9,56,1048.5,1.61,27,,,,,,,,,,,,,
406,426.03,29.65,61,1094.2,1.47,28,,,,,,,,,,,,,
407,369.47,15.03,53,1472.7,1,23,,,,,,,,,,,,,
408,91.52,6.08,82,2747.8,0.17,42,,,,,,,,,,,,,
409,77.21,49.77,41,1705.2,1.21,10,,,,,,,,,,,,,
410,93.1,2.37,154,3473.2,0.21,71,,,,,,,,,,,,,
411,149.83,3.23,108,3107.7,0.18,40,,,,,,,,,,,,,
412,194.81,9.19,51,1120.5,2.46,13,,,,,,,,,,,,,
413,50.51,0.28,88,1969.1,0.41,39,,,,,,,,,,,,,
414,149.18,7.57,124,3892.6,0.1,46,,,,,,,,,,,,,
415,114.67,8.33,87,1820.1,0.97,38,,,,,,,,,,,,,
416,680.84,99.49,79,1113.5,1.24,36,,,,,,,,,,,,,
417,1057.49,135.61,60,1122.1,0.87,29,,,,,,,,,,,,,
418,982.61,209.13,55,845.7,4.44,25,,,,,,,,,,,,,
419,987.83,130.41,45,924.3,2.31,20,,,,,,,,,,,,,
420,115.8,15.05,130,3283.8,0.17,53,,,,,,,,,,,,,
421,763.83,59.17,41,1037.7,1.35,20,,,,,,,,,,,,,
422,130.05,11.79,37,2596.4,0.66,8,,,,,,,,,,,,,
423,76.01,2.4,70,2796.3,0.31,25,,,,,,,,,,,,,
424,235.54,12.75,66,987.9,2.61,27,,,,,,,,,,,,,
425,111.39,1.9,74,1423.2,0.6,32,,,,,,,,,,,,,
426,73.1,1.02,45,1239.5,1.31,12,,,,,,,,,,,,,
427,54.94,0.26,35,1537.2,0.77,14,,,,,,,,,,,,,
428,84.19,1.11,26,1453.4,0.4,9,,,,,,,,,,,,,
429,117.88,3.21,37,1280.3,1.98,22,,,,,,,,,,,,,
430,1053.24,142.2,54,1040,1.92,20,,,,,,,,,,,,,
431,1205.3,266.79,47,1039.7,2.44,26,,,,,,,,,,,,,
432,587.82,109.15,73,1351.6,1.08,33,,,,,,,,,,,,,
433,543.19,35.69,52,842.9,2.49,28,,,,,,,,,,,,,
434,72.86,3.42,70,1067.6,2.53,34,,,,,,,,,,,,,
435,54.97,2.76,57,1544.9,0.7,22,,,,,,,,,,,,,
436,69.52,1.13,63,1515.1,0.82,24,,,,,,,,,,,,,
437,708.88,82.87,47,1014.4,1.51,25,,,,,,,,,,,,,
438,120.05,28.53,22,1772.6,1.03,5,,,,,,,,,,,,,
439,113.4,1.95,47,2654.8,0.15,16,,,,,,,,,,,,,
440,1141.62,224.22,44,1345.3,1.2,27,,,,,,,,,,,,,
441,1704.79,393.32,39,1475.5,0.6,19,,,,,,,,,,,,,
442,616.31,474.61,62,1161.4,1.19,27,,,,,,,,,,,,,
443,83.28,1.25,101,2846.3,0.22,32,,,,,,,,,,,,,
444,184.25,6.21,175,3339.6,0.08,69,,,,,,,,,,,,,
445,53.09,0.38,30,1622.8,0.89,13,,,,,,,,,,,,,
446,1164.09,106.53,37,1443,1.08,17,,,,,,,,,,,,,
447,173.32,4.14,104,1774.3,0.57,48,,,,,,,,,,,,,
448,173.68,4.78,75,1716.4,0.64,37,,,,,,,,,,,,,
449,461.13,35.48,92,1204,1.34,44,,,,,,,,,,,,,
450,70.45,0.72,74,1906.2,0.54,37,,,,,,,,,,,,,
451,379.61,21.85,55,1071.6,1.13,26,,,,,,,,,,,,,
452,282.48,12.78,41,1114.2,1.19,21,,,,,,,,,,,,,
453,210.89,5.15,27,903.8,1.68,13,,,,,,,,,,,,,
454,52.38,2.17,52,1382.1,1.21,23,,,,,,,,,,,,,
455,53.46,3.29,266,3703.4,0.2,106,,,,,,,,,,,,,
456,54.68,0.45,49,2258.3,0.42,18,,,,,,,,,,,,,
457,142.22,3.91,67,1403.4,1.51,26,,,,,,,,,,,,,
458,79.72,1.49,55,1430.1,0.76,22,,,,,,,,,,,,,
459,58.92,0.46,34,1866.3,0.6,12,,,,,,,,,,,,,
460,57.88,0.36,33,1604.7,0.56,12,,,,,,,,,,,,,
461,69.94,0.27,16,2007.9,0.59,4,,,,,,,,,,,,,
462,54.95,0.32,35,1662.2,0.43,14,,,,,,,,,,,,,
463,56.03,0.2,11,1722.2,0.99,1,,,,,,,,,,,,,
464,111.97,2.63,152,2052.1,0.62,66,,,,,,,,,,,,,
465,372.88,394.57,35,1500.8,1.18,9,,,,,,,,,,,,,
466,715.34,122.41,30,1487.1,1.67,11,,,,,,,,,,,,,
467,601.13,397.63,46,1506.2,0.57,14,,,,,,,,,,,,,
468,513.04,29.33,39,1481.4,0.62,17,,,,,,,,,,,,,
469,1341.27,226.85,57,1673.3,0.83,26,,,,,,,,,,,,,
470,592.29,56.86,56,1022.6,2.46,20,,,,,,,,,,,,,
471,744.84,129.54,81,1538.6,0.98,37,,,,,,,,,,,,,
472,1373.19,318.43,46,1415.5,0.89,24,,,,,,,,,,,,,
473,806.14,178.23,85,1120.8,1.09,34,,,,,,,,,,,,,
474,259.99,9.9,74,1495.7,0.54,40,,,,,,,,,,,,,
475,410.32,23.86,70,1331.9,0.98,33,,,,,,,,,,,,,
476,140.95,8.62,81,1259.3,1.53,38,,,,,,,,,,,,,
477,63.92,1.11,75,1441.6,1.08,33,,,,,,,,,,,,,
478,213.56,4.36,60,1327.5,0.64,29,,,,,,,,,,,,,
479,203.35,6.09,71,1171.3,0.75,30,,,,,,,,,,,,,
480,193.13,3.79,44,1229.6,0.48,23,,,,,,,,,,,,,
481,140.23,6.14,85,1167,1.31,39,,,,,,,,,,,,,
482,120.9,3.31,24,1526.8,1.46,5,,,,,,,,,,,,,
483,63.21,3.79,141,3183.6,0.3,61,,,,,,,,,,,,,
484,271.92,16.74,42,1219.7,2.16,16,,,,,,,,,,,,,
485,735.42,44.01,27,1274.8,1.51,11,,,,,,,,,,,,,
486,255.47,10.19,48,1135.4,1.94,23,,,,,,,,,,,,,
487,68.41,1.12,103,3519.7,0.19,50,,,,,,,,,,,,,
488,288.29,12.38,55,1062.8,1.22,26,,,,,,,,,,,,,
489,85.81,14.56,58,1463.3,0.62,24,,,,,,,,,,,,,
490,132.22,4.92,90,1254.3,0.9,38,,,,,,,,,,,,,
491,75.04,2.49,96,1630.6,0.62,44,,,,,,,,,,,,,
492,229.73,9.88,59,1153.6,1.19,27,,,,,,,,,,,,,
493,177.69,13.02,34,2054.3,0.27,14,,,,,,,,,,,,,
494,272.79,7.84,31,1449.7,0.7,13,,,,,,,,,,,,,
495,162.68,13.79,82,1211.8,1.57,36,,,,,,,,,,,,,
496,81.54,0.94,104,1395.4,0.76,38,,,,,,,,,,,,,
497,53.25,4.98,86,1599.3,0.75,36,,,,,,,,,,,,,
498,256.56,10.56,37,1669.3,0.29,17,,,,,,,,,,,,,
499,1889.82,794.26,47,1156.1,0.63,17,,,,,,,,,,,,,
500,128.96,65.77,36,1351.5,0.55,13,,,,,,,,,,,,,
501,963.9,183.06,59,1415,0.95,26,,,,,,,,,,,,,
502,1545.69,296.4,24,1303.7,0.68,13,,,,,,,,,,,,,
503,705.93,81.03,77,1033.8,1.25,33,,,,,,,,,,,,,
504,201.57,52.86,50,1527.4,0.44,22,,,,,,,,,,,,,
505,81.79,0.66,18,2065,0.61,7,,,,,,,,,,,,,
506,70.61,0.57,6,1894.2,0.9,4,,,,,,,,,,,,,
507,58.84,0.41,43,1784.9,0.87,19,,,,,,,,,,,,,
508,130.5,2.81,34,1648.9,0.39,12,,,,,,,,,,,,,
509,81.32,0.75,17,1736.9,1.06,6,,,,,,,,,,,,,
510,83.05,0.83,43,1803.5,0.77,18,,,,,,,,,,,,,
511,102.69,0.82,32,1725.3,0.73,14,,,,,,,,,,,,,
512,111.05,0.81,42,1766.2,0.81,12,,,,,,,,,,,,,
513,114.42,1.09,36,1756.3,0.63,16,,,,,,,,,,,,,
514,123.13,1.1,43,1653.6,0.89,13,,,,,,,,,,,,,
515,122.05,1.82,39,1793.1,0.7,17,,,,,,,,,,,,,
516,123.49,3.59,53,1766.3,0.87,22,,,,,,,,,,,,,
517,133.54,1.46,47,2245.4,0.56,17,,,,,,,,,,,,,
518,144.43,4.2,21,2228.3,0.74,5,,,,,,,,,,,,,
519,133.82,2.81,56,2312,0.58,17,,,,,,,,,,,,,
520,150.84,2.82,107,2580.5,0.28,49,,,,,,,,,,,,,
521,195.31,7.87,60,2002,0.44,24,,,,,,,,,,,,,
522,183.37,3.23,77,2132.8,0.37,28,,,,,,,,,,,,,
523,148.75,2.76,72,2032.2,0.44,27,,,,,,,,,,,,,
524,105.97,1.76,62,1900.9,0.64,27,,,,,,,,,,,,,
525,132.3,1.15,37,1914.4,0.62,18,,,,,,,,,,,,,
526,278.73,13.13,58,1614.9,0.97,24,,,,,,,,,,,,,
527,222.64,5.79,12,2928.1,0.7,4,,,,,,,,,,,,,
528,156.05,1.41,42,1393.3,0.96,14,,,,,,,,,,,,,
529,109.79,1.69,62,1753,0.8,28,,,,,,,,,,,,,
530,165.66,2.77,34,1582.8,0.88,13,,,,,,,,,,,,,
531,224.13,6.23,94,1944.7,0.63,37,,,,,,,,,,,,,
532,177.64,8.28,144,2301.9,0.69,67,,,,,,,,,,,,,
533,402.8,20.25,75,2139.8,0.53,28,,,,,,,,,,,,,
534,242.79,22.76,25,2368.2,0.6,11,,,,,,,,,,,,,
535,121.91,1.15,51,2240.2,0.74,22,,,,,,,,,,,,,
536,97.96,4.68,38,1653.1,0.77,13,,,,,,,,,,,,,
537,92.78,1.38,46,1610.2,0.9,17,,,,,,,,,,,,,
538,110.79,1.59,35,1779.3,0.71,13,,,,,,,,,,,,,
539,116.04,2.01,24,2076,0.63,11,,,,,,,,,,,,,
540,65.81,3.02,68,1698.2,0.84,31,,,,,,,,,,,,,
541,70.5,0.54,18,1318,1.9,3,,,,,,,,,,,,,
