序号,rms,flux_normalized,dominant_bins,centroid,low_high_ratio,peak_count,,,,,,,,,,,,,
387,285.96,6.19,25,1420.1,1.09,8,,,,,,,,,,,,,
388,336.55,15.82,28,1442.1,0.74,10,,,,,,,,,,,,,
389,279.42,9.48,23,1587,0.63,8,,,,,,,,,,,,,
390,380.27,10.7,16,1404.4,0.83,5,,,,,,,,,,,,,
391,347.87,2.79,17,1293.3,0.83,8,,,,,,,,,,,,,
392,354.79,4.16,19,1286.6,1.08,6,,,,,,,,,,,,,
393,167.78,2.69,26,1005.7,1.57,9,,,,,,,,,,,,,
394,213.84,9.82,25,1391.5,1.33,9,,,,,,,,,,,,,
395,210.61,23.06,19,1565.7,1.31,9,,,,,,,,,,,,,
396,353.1,7.06,11,1599.4,1.34,3,,,,,,,,,,,,,
397,603.52,71.48,74,2743.7,0.31,26,,,,,,,,,,,,,
398,398.8,79.22,49,1587.9,1.28,24,,,,,,,,,,,,,
399,318.33,13.88,43,2221.9,0.64,15,,,,,,,,,,,,,
400,247.53,11.99,32,1322.9,0.96,14,,,,,,,,,,,,,
401,296.79,24.71,30,1314.6,0.92,11,,,,,,,,,,,,,
402,354.47,13.29,47,1396.3,1.26,22,,,,,,,,,,,,,
403,289.33,7.03,36,1247.3,1.05,13,,,,,,,,,,,,,
404,259.6,7.42,37,1521.6,1.01,12,,,,,,,,,,,,,
405,277.07,7.06,13,1420,1.11,5,,,,,,,,,,,,,
406,242.49,13.24,15,1623.5,1.04,7,,,,,,,,,,,,,
407,256.42,15.01,26,1549.5,1,10,,,,,,,,,,,,,
408,336.27,16.16,39,1529.5,0.74,19,,,,,,,,,,,,,
409,229.74,3.42,19,1666.9,0.98,9,,,,,,,,,,,,,
410,250.83,4.78,17,1358.4,1.09,5,,,,,,,,,,,,,
411,284.43,11.92,20,1377.7,1.19,6,,,,,,,,,,,,,
412,927.71,105.41,41,1413.9,0.56,18,,,,,,,,,,,,,
413,323.03,15.03,33,1039.9,1.11,11,,,,,,,,,,,,,
414,314.04,4.08,12,937.3,2.1,3,,,,,,,,,,,,,
415,279.17,7.39,15,859.8,2.29,6,,,,,,,,,,,,,
416,291.95,20.26,37,1392.6,1.1,17,,,,,,,,,,,,,
417,284.31,10.23,29,1347.7,1.49,10,,,,,,,,,,,,,
418,241.61,5.51,14,1882.1,0.91,3,,,,,,,,,,,,,
419,250.37,3.34,7,2132.1,0.8,1,,,,,,,,,,,,,
420,203.46,4.88,25,2165,0.58,5,,,,,,,,,,,,,
421,332.48,12.24,13,1752,1,6,,,,,,,,,,,,,
422,243.13,3.41,20,1290.7,1.05,8,,,,,,,,,,,,,
423,319.07,20.91,35,1561.5,1.16,14,,,,,,,,,,,,,
424,346.02,17.57,35,1296,1.91,13,,,,,,,,,,,,,
425,346.52,8.29,20,1319.5,1.92,6,,,,,,,,,,,,,
426,331.35,10.5,32,1349.6,1.46,11,,,,,,,,,,,,,
427,323.68,5.12,33,1048.4,2.34,12,,,,,,,,,,,,,
428,323.85,15.48,21,1332.4,1.75,7,,,,,,,,,,,,,
429,603.43,53.35,34,1547.7,0.95,13,,,,,,,,,,,,,
430,393.77,22.82,53,1511.7,0.86,31,,,,,,,,,,,,,
431,424.89,13.74,33,1414.2,1.03,9,,,,,,,,,,,,,
432,468.97,12.48,35,1248.8,1.42,13,,,,,,,,,,,,,
433,514.4,37.4,44,1344.8,1.16,21,,,,,,,,,,,,,
434,609.43,75.44,31,1391.7,0.97,16,,,,,,,,,,,,,
435,585.3,32.08,47,1309.1,1.34,19,,,,,,,,,,,,,
436,530.19,42.86,41,1526.5,1.37,12,,,,,,,,,,,,,
437,315.03,32.67,52,1395.7,1.82,20,,,,,,,,,,,,,
438,393.98,17.35,29,1398.6,1.28,8,,,,,,,,,,,,,
439,603.95,51.18,36,1387.8,1.29,15,,,,,,,,,,,,,
440,523.66,52.72,40,1592.2,0.92,16,,,,,,,,,,,,,
441,465.85,29.95,28,1420.2,1.27,17,,,,,,,,,,,,,
442,538.56,34.77,28,1303.9,1.57,10,,,,,,,,,,,,,
443,411.87,28.72,47,1408.4,1.25,24,,,,,,,,,,,,,
444,391.04,17.06,31,1234.8,1.71,13,,,,,,,,,,,,,
445,631.37,16.16,20,1168.5,2.37,4,,,,,,,,,,,,,
446,505.33,55.07,24,1332.3,1.65,14,,,,,,,,,,,,,
447,602.55,36.33,38,1227.6,1.77,14,,,,,,,,,,,,,
448,389.69,27.01,31,1691.9,1.34,12,,,,,,,,,,,,,
449,411.3,18.65,64,1312.9,1.24,25,,,,,,,,,,,,,
450,496.94,29.85,49,1499.6,1.07,22,,,,,,,,,,,,,
451,497.76,27.4,35,1342.3,1.32,14,,,,,,,,,,,,,
452,533.03,21.63,42,1284.2,1.39,18,,,,,,,,,,,,,
453,613.91,41.63,21,1191.6,2,8,,,,,,,,,,,,,
454,505.36,20.58,34,1603.8,1.06,15,,,,,,,,,,,,,
455,606.31,67.44,23,1222.6,2.27,10,,,,,,,,,,,,,
456,538.74,17.01,28,1356.2,1.59,11,,,,,,,,,,,,,
457,472.59,31.33,41,1423.4,1.12,16,,,,,,,,,,,,,
458,544.28,32.29,33,1580.5,1.31,15,,,,,,,,,,,,,
459,483.81,61.44,49,1603.9,1.15,21,,,,,,,,,,,,,
460,510.99,42.63,33,1322.3,1.59,14,,,,,,,,,,,,,
461,575.43,24.94,23,1081.4,2.33,8,,,,,,,,,,,,,
462,318.82,11.51,30,1457.3,1.19,12,,,,,,,,,,,,,
463,278.91,10.94,22,1304.5,1.24,9,,,,,,,,,,,,,
464,266.11,3.93,12,1227.9,1.15,5,,,,,,,,,,,,,
465,282.41,15.58,36,1343.3,1.23,13,,,,,,,,,,,,,
466,648.28,79.18,45,1473.2,1.21,21,,,,,,,,,,,,,
467,609.42,26.8,30,1335.6,1.59,15,,,,,,,,,,,,,
468,585.55,50.31,36,1309.1,1.29,14,,,,,,,,,,,,,
469,523.94,25.24,33,1398,1.38,18,,,,,,,,,,,,,
470,445.56,34.96,43,1324.4,1.58,13,,,,,,,,,,,,,
471,596.36,50.25,36,1469.7,1.01,19,,,,,,,,,,,,,
472,579.63,37.8,41,1282.6,1.32,19,,,,,,,,,,,,,
473,650.04,36.13,37,1584.7,1.23,11,,,,,,,,,,,,,
474,587.89,55.88,30,1486.8,1.12,14,,,,,,,,,,,,,
475,547.69,30.96,57,1464.9,0.86,29,,,,,,,,,,,,,
476,463.97,39.63,58,1507.3,0.83,29,,,,,,,,,,,,,
477,543.76,39.74,37,1569.4,1.06,14,,,,,,,,,,,,,
478,557.4,44.45,32,1468.7,1.49,15,,,,,,,,,,,,,
479,392.36,13.69,47,1574.2,1.17,15,,,,,,,,,,,,,
480,718.12,74.42,25,1361.7,1.66,13,,,,,,,,,,,,,
481,705.42,90.57,25,1531.5,1.32,10,,,,,,,,,,,,,
482,717.42,48.94,25,1388.2,1.69,10,,,,,,,,,,,,,
483,513.2,37.69,27,1200.5,2.09,11,,,,,,,,,,,,,
484,402.99,16.86,60,1508,0.97,25,,,,,,,,,,,,,
485,644.79,59.68,43,1463.4,1.24,17,,,,,,,,,,,,,
486,442.21,52.43,44,1705.2,0.93,19,,,,,,,,,,,,,
487,730.5,67.21,17,1215.9,2.14,6,,,,,,,,,,,,,
488,751.82,60.84,26,1338.1,2.08,6,,,,,,,,,,,,,
489,692.52,28.59,21,1374.1,2.07,10,,,,,,,,,,,,,
490,689.38,62.45,26,1354.3,1.93,8,,,,,,,,,,,,,
491,643.18,23.99,28,1465.1,1.55,10,,,,,,,,,,,,,
492,557.69,32.18,43,1341,1.71,16,,,,,,,,,,,,,
493,666.49,109.16,23,1400.3,1.49,10,,,,,,,,,,,,,
494,511.09,67.44,36,1371.1,1.46,21,,,,,,,,,,,,,
495,506.18,65.12,23,1675.4,1.18,11,,,,,,,,,,,,,
496,628.48,67.79,24,1533.3,1.27,16,,,,,,,,,,,,,
497,617.63,19.89,17,1422.4,1.53,7,,,,,,,,,,,,,
498,378.02,24.22,54,1553.5,1,21,,,,,,,,,,,,,
499,358.85,21.62,55,1491.6,0.65,25,,,,,,,,,,,,,
500,384.2,29.9,47,1352.7,0.87,21,,,,,,,,,,,,,
501,262.54,11.09,35,1431.7,1.34,15,,,,,,,,,,,,,
502,203.41,22.89,35,1611.3,1.04,14,,,,,,,,,,,,,
503,327.03,5.27,16,1285.5,1.28,3,,,,,,,,,,,,,
504,396.29,13.84,59,1393.5,1.01,26,,,,,,,,,,,,,
505,713.29,76,44,1419.2,1.28,22,,,,,,,,,,,,,
506,808.34,39.24,36,1398.3,1.21,16,,,,,,,,,,,,,
507,841.92,25.4,20,1538.7,1.39,10,,,,,,,,,,,,,
508,755.77,31.3,18,1645.6,1.41,7,,,,,,,,,,,,,
509,248.44,13.2,61,1225.6,1.28,25,,,,,,,,,,,,,
510,837.08,85.74,29,1548.4,1.08,11,,,,,,,,,,,,,
511,814.93,105.71,35,1673.5,1.09,13,,,,,,,,,,,,,
512,821.41,65.58,36,1486.2,1.34,17,,,,,,,,,,,,,
513,638.11,59.27,31,1481,1.64,14,,,,,,,,,,,,,
514,579.99,15.14,28,1497.4,1.36,14,,,,,,,,,,,,,
515,549.73,72.1,51,1842.7,0.88,25,,,,,,,,,,,,,
516,876.2,81.98,29,1609.2,1.07,13,,,,,,,,,,,,,
517,781.85,68.22,27,1500.9,1.15,14,,,,,,,,,,,,,
518,773.5,38.93,44,1320.7,1.06,23,,,,,,,,,,,,,
519,794.64,51.14,42,1620.8,0.9,22,,,,,,,,,,,,,
520,671.56,52.42,55,1498.3,1.19,19,,,,,,,,,,,,,
521,672.04,67.56,52,1475.2,0.89,19,,,,,,,,,,,,,
522,1013.4,80.99,33,1503.3,1.09,16,,,,,,,,,,,,,
523,1175.31,94.25,33,1549.5,1.12,11,,,,,,,,,,,,,
524,1121.02,68.24,24,1579.1,1.07,11,,,,,,,,,,,,,
525,1027.75,74.72,23,1418,1.27,5,,,,,,,,,,,,,
526,438.23,54.51,63,1233,1.29,32,,,,,,,,,,,,,
527,384.69,16.28,53,1243,1.48,27,,,,,,,,,,,,,
528,676.97,81.21,49,1434.4,0.81,18,,,,,,,,,,,,,
529,543.19,57.43,46,1766.8,0.7,18,,,,,,,,,,,,,
530,908.7,270.03,11,1511.8,1.37,5,,,,,,,,,,,,,
531,807.79,32.54,24,1548.3,0.9,11,,,,,,,,,,,,,
532,485.58,59.7,64,1425.1,1.07,27,,,,,,,,,,,,,
533,772.26,67.96,22,1515.5,1.13,10,,,,,,,,,,,,,
534,574.39,17.75,44,1330.2,1.1,18,,,,,,,,,,,,,
535,729.4,72.03,28,1618.1,0.84,12,,,,,,,,,,,,,
536,713.04,35.34,38,1517.6,1.06,14,,,,,,,,,,,,,
537,623.22,30.57,35,1573.9,0.94,14,,,,,,,,,,,,,
538,398.93,20.7,52,1372.9,1.32,2,,,,,,,,,,,,,
539,369.92,11.77,31,1584,1.18,10,,,,,,,,,,,,,
540,285.75,13.89,41,1480.4,1.19,16,,,,,,,,,,,,,
541,285.47,11.41,33,1635.3,0.87,13,,,,,,,,,,,,,
542,465.64,24.01,42,1699,0.92,19,,,,,,,,,,,,,
543,627.65,48.66,42,1565.7,1.1,18,,,,,,,,,,,,,
544,344.18,26.7,63,1528.8,0.9,26,,,,,,,,,,,,,
545,332.65,10.92,66,1406.5,1,30,,,,,,,,,,,,,
546,392.16,13.49,86,1851.4,0.64,42,,,,,,,,,,,,,
547,325.58,13.7,52,1690.8,0.78,21,,,,,,,,,,,,,
548,241.46,17.09,21,2062,0.86,9,,,,,,,,,,,,,
549,609.01,60.73,51,1613.5,0.82,17,,,,,,,,,,,,,
550,311.73,5.68,62,1305,1.4,25,,,,,,,,,,,,,
551,299.69,4.2,48,1300.6,1.11,25,,,,,,,,,,,,,
552,273.43,13.49,76,1970.6,0.9,36,,,,,,,,,,,,,
553,217.27,6.33,28,1247.9,1.79,10,,,,,,,,,,,,,
554,504.44,23.55,47,1609.2,0.61,16,,,,,,,,,,,,,
555,475.1,37.8,44,1730.7,0.52,23,,,,,,,,,,,,,
556,479.86,26.39,57,1735.6,0.47,23,,,,,,,,,,,,,
557,386.78,29.95,68,1548.1,0.71,35,,,,,,,,,,,,,
558,467.65,37.17,61,1715.9,0.53,24,,,,,,,,,,,,,
559,406.38,21.94,38,1812.1,0.55,16,,,,,,,,,,,,,
560,419.69,15.86,49,1519.7,0.86,16,,,,,,,,,,,,,
561,389.8,23.52,59,1633.4,0.83,28,,,,,,,,,,,,,
562,353.92,21.46,46,1548.1,1.02,21,,,,,,,,,,,,,
563,375.11,8.16,33,1466.5,1.27,9,,,,,,,,,,,,,
564,298.05,24.74,56,1397.7,0.93,30,,,,,,,,,,,,,
565,353.05,25.55,21,1747.5,0.86,11,,,,,,,,,,,,,
566,295.26,12.29,38,1565.5,1.04,18,,,,,,,,,,,,,
567,330.43,12.24,31,1246.8,1.17,11,,,,,,,,,,,,,
568,277.16,13.49,50,2172.6,0.62,19,,,,,,,,,,,,,
569,309.74,29.09,32,1647.5,0.92,14,,,,,,,,,,,,,
570,346.22,14.03,74,1773.5,0.71,33,,,,,,,,,,,,,
571,427.72,10.75,29,1532.7,0.71,9,,,,,,,,,,,,,
572,382.36,28.98,39,1439,1.08,17,,,,,,,,,,,,,
573,433.56,29.15,48,1449,1.46,19,,,,,,,,,,,,,
574,246.9,12.08,43,1706.8,1.06,13,,,,,,,,,,,,,
575,316.73,12.26,37,1636.1,1.06,19,,,,,,,,,,,,,
576,652.83,46.82,39,1478.6,0.78,21,,,,,,,,,,,,,
577,488.36,36.43,19,1694.4,1.07,7,,,,,,,,,,,,,
578,389.98,23.38,28,1725.3,0.72,11,,,,,,,,,,,,,
579,276.65,13.65,29,1458.8,1.04,14,,,,,,,,,,,,,
580,356.46,8.96,19,1360.8,1.18,11,,,,,,,,,,,,,
581,495.11,30.47,56,1541.1,0.76,24,,,,,,,,,,,,,
582,538.32,19.82,47,1645.3,0.63,19,,,,,,,,,,,,,
583,549.39,39.33,44,1750,0.55,21,,,,,,,,,,,,,
584,459.2,45.32,36,1741.4,1.1,11,,,,,,,,,,,,,
585,409.9,29.35,23,1510.9,1.13,7,,,,,,,,,,,,,
586,338.37,13.99,45,1685.6,0.87,15,,,,,,,,,,,,,
587,484.77,141.5,25,1455.1,0.98,14,,,,,,,,,,,,,
588,498.69,55.49,24,1529.5,0.61,11,,,,,,,,,,,,,
589,377.08,22.55,33,1779,0.92,16,,,,,,,,,,,,,
590,244.75,4.27,29,1290.9,1.07,11,,,,,,,,,,,,,
591,314.11,11.34,33,1587.7,1.09,14,,,,,,,,,,,,,
592,235.69,15.26,24,1855.1,1.29,8,,,,,,,,,,,,,
593,252.48,13.7,18,2206.3,0.87,10,,,,,,,,,,,,,
594,297.67,11.71,67,1750.4,0.85,30,,,,,,,,,,,,,
595,282.79,5.71,37,1935.5,0.76,18,,,,,,,,,,,,,
596,315.2,13.71,13,1608.6,0.84,4,,,,,,,,,,,,,
597,322.06,16.26,61,1951.1,0.6,24,,,,,,,,,,,,,
598,417.87,40.07,24,1641.2,1.14,9,,,,,,,,,,,,,
599,254.25,9.36,21,1737.4,1.01,9,,,,,,,,,,,,,
600,423,27.99,68,1757.8,0.8,26,,,,,,,,,,,,,
601,735.12,69.89,24,1531.5,1.32,8,,,,,,,,,,,,,
602,518.06,50.5,31,1367.5,1.33,10,,,,,,,,,,,,,
603,386.99,25.98,42,1356.7,1.14,18,,,,,,,,,,,,,
604,465.29,28.81,41,1678.7,1.08,12,,,,,,,,,,,,,
605,573.5,93.28,28,1572.4,1.06,11,,,,,,,,,,,,,
606,587.74,30.93,21,1376.7,1.19,10,,,,,,,,,,,,,
607,557.37,27.58,22,1328,1.23,9,,,,,,,,,,,,,
608,366.98,32.16,65,1493.6,1.1,23,,,,,,,,,,,,,
609,528.38,51.65,30,1530.8,0.66,12,,,,,,,,,,,,,
610,639.1,62.89,42,1375.1,0.92,14,,,,,,,,,,,,,
611,721.32,60.61,26,1791.8,0.61,12,,,,,,,,,,,,,
612,582.9,65.06,36,1620.5,0.84,17,,,,,,,,,,,,,
613,480.66,60.34,36,1409.4,1.37,12,,,,,,,,,,,,,
614,1181.53,37.34,13,1643.1,0.44,8,,,,,,,,,,,,,
615,714.78,118.31,20,1653,0.88,9,,,,,,,,,,,,,
616,408.7,83.33,38,1459.7,0.99,18,,,,,,,,,,,,,
617,338.06,23.03,41,1601,0.97,16,,,,,,,,,,,,,
618,390.31,13.99,31,1308.7,1.12,16,,,,,,,,,,,,,
619,276.42,10.64,46,1996,1.14,16,,,,,,,,,,,,,
620,610.06,41.59,55,1603.8,0.8,20,,,,,,,,,,,,,
621,470.8,61.89,45,1424.8,0.79,23,,,,,,,,,,,,,
622,528.49,32.59,54,1562.5,0.68,20,,,,,,,,,,,,,
623,464.14,27.68,50,1549,0.59,25,,,,,,,,,,,,,
624,418.45,41.18,67,1703.1,0.61,32,,,,,,,,,,,,,
625,479.71,33.74,39,1655.3,0.57,18,,,,,,,,,,,,,
626,388.94,17.11,40,1573.6,0.64,18,,,,,,,,,,,,,
627,428.39,29.46,41,1619.7,0.57,21,,,,,,,,,,,,,
628,415.98,35,39,1434,0.98,18,,,,,,,,,,,,,
629,342.81,15.4,36,1435.6,1.18,16,,,,,,,,,,,,,
630,283.86,20.16,30,1131.7,1.42,12,,,,,,,,,,,,,
631,261.5,10.67,29,1348.6,1.33,13,,,,,,,,,,,,,
632,216.97,5.73,24,1524.1,1.08,14,,,,,,,,,,,,,
633,388.16,15.84,72,1900.7,0.83,30,,,,,,,,,,,,,
634,154.21,6.93,23,1479,1.03,10,,,,,,,,,,,,,
635,562.73,65.53,24,1610.5,1.04,6,,,,,,,,,,,,,
636,361.7,83.86,65,1581.2,0.67,28,,,,,,,,,,,,,
637,463.89,33.67,62,1434.7,0.73,22,,,,,,,,,,,,,
638,414.88,45.87,38,1708.4,0.55,19,,,,,,,,,,,,,
639,392.64,28.77,45,1729.3,0.68,23,,,,,,,,,,,,,
640,406.38,19.14,45,1526.4,0.65,15,,,,,,,,,,,,,
641,385.15,26.53,28,1498,0.47,12,,,,,,,,,,,,,
642,400.48,36.61,22,1746.6,0.81,12,,,,,,,,,,,,,
643,270.97,8.29,35,1707.4,0.89,15,,,,,,,,,,,,,
644,324.43,5.26,34,1252.9,1.12,15,,,,,,,,,,,,,
645,232.03,5.14,50,1766.5,0.68,19,,,,,,,,,,,,,
646,231.4,19.43,96,1630.6,0.65,47,,,,,,,,,,,,,
647,358.67,14.1,61,1511.3,0.62,25,,,,,,,,,,,,,
648,463.5,20.86,66,1492.4,0.54,36,,,,,,,,,,,,,
649,477.72,65.74,22,1574.1,1.09,8,,,,,,,,,,,,,
650,396.69,33.47,29,1630,1.2,12,,,,,,,,,,,,,
651,800.88,88.23,9,1447.9,1.6,4,,,,,,,,,,,,,
652,527.17,27.1,27,1350.9,0.89,12,,,,,,,,,,,,,
653,494.13,39.63,29,1679.2,0.86,11,,,,,,,,,,,,,
654,450.45,17.67,39,1699.1,0.94,21,,,,,,,,,,,,,
655,350.48,12.98,51,1710.5,0.85,22,,,,,,,,,,,,,
656,265.22,12.82,68,1652.1,0.77,27,,,,,,,,,,,,,
657,231.09,19.1,43,1529.3,0.93,23,,,,,,,,,,,,,
658,240.22,8.53,40,1185,1.28,20,,,,,,,,,,,,,
659,288.91,7.67,57,1640.7,0.84,28,,,,,,,,,,,,,
660,488.76,19.6,30,1487.6,1.09,10,,,,,,,,,,,,,
661,462.44,24.38,30,1455.1,0.93,16,,,,,,,,,,,,,
662,306.64,7.55,36,1518.4,1.33,15,,,,,,,,,,,,,
663,229.35,6.84,37,1598.4,1.17,14,,,,,,,,,,,,,
664,291.89,9.32,47,1315.6,1.35,21,,,,,,,,,,,,,
665,184.15,6.06,58,1452.8,1.21,23,,,,,,,,,,,,,
666,249.03,7.8,60,2617,0.47,26,,,,,,,,,,,,,
667,323.08,13.24,30,1951.9,0.73,10,,,,,,,,,,,,,
668,260.92,5.15,32,1989.8,0.72,12,,,,,,,,,,,,,
669,212.62,4.48,30,1834.9,0.66,13,,,,,,,,,,,,,
670,251.58,7.21,70,1739.3,0.62,28,,,,,,,,,,,,,
671,227.33,4.9,65,1522.8,0.82,26,,,,,,,,,,,,,
672,285.49,7.69,31,1439.8,0.69,18,,,,,,,,,,,,,
673,262.97,5.4,61,1830.5,0.57,29,,,,,,,,,,,,,
674,247.52,5,33,1718.9,0.63,11,,,,,,,,,,,,,
675,274.58,6.44,24,1345.2,0.96,11,,,,,,,,,,,,,
676,205.97,4.83,52,1383.5,0.92,21,,,,,,,,,,,,,
677,318.42,16.44,75,2092.5,0.35,30,,,,,,,,,,,,,
678,244.83,13.95,53,1290.5,0.9,29,,,,,,,,,,,,,
679,466.86,36.74,86,2112.6,0.36,37,,,,,,,,,,,,,
680,443.25,28.55,51,1816.1,0.37,20,,,,,,,,,,,,,
681,350.17,20.21,56,1884.9,0.42,27,,,,,,,,,,,,,
682,376.43,14.03,45,1549.3,0.57,15,,,,,,,,,,,,,
683,336.71,5.43,35,1554.9,0.57,20,,,,,,,,,,,,,
684,522.31,27.4,42,2082.9,0.31,15,,,,,,,,,,,,,
685,615.97,18.47,34,1741.1,0.33,17,,,,,,,,,,,,,
686,426.06,31.86,48,1606.8,0.41,30,,,,,,,,,,,,,
687,421,10.45,39,1554.2,0.42,12,,,,,,,,,,,,,
688,434.08,16.26,84,2052.2,0.32,39,,,,,,,,,,,,,
689,574.41,65.95,101,2123.3,0.31,43,,,,,,,,,,,,,
690,402.43,38.1,86,1969.1,0.35,40,,,,,,,,,,,,,
691,132.58,2.08,31,2084,0.95,8,,,,,,,,,,,,,
692,1065.65,284.42,191,3553.1,0.06,43,,,,,,,,,,,,,
693,270.12,10.96,10,2296.5,0.86,2,,,,,,,,,,,,,
694,1153.62,330.11,183,3429.1,0.07,43,,,,,,,,,,,,,
695,159.93,3.51,12,2414.8,0.92,4,,,,,,,,,,,,,
696,235.7,2.08,13,1724.6,1.24,5,,,,,,,,,,,,,
697,197.39,2.26,12,1556.7,1.21,3,,,,,,,,,,,,,
698,149.78,1.79,22,1547.9,1.11,10,,,,,,,,,,,,,
699,191.34,1.45,21,1590,1.02,9,,,,,,,,,,,,,
700,213.65,2.2,14,1803.5,0.87,5,,,,,,,,,,,,,
701,182.04,5.92,9,1828.6,1.2,3,,,,,,,,,,,,,
